Player,Team,Pos,season,target,Age,3PA,3P%,2P%,FT%,PF,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,USG%,DBPM,BPM,VORP,SOS,NRtg,Pace,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,potw_count,potm_count
Jimmer Fredette,2TM,SG,2016,0,26.0,0.3,0.5,0.333,0.8,0.3,1.5,0.532,0.2665,0.257,0.0,7.7,2.8,0.0,22.8,-0.3,-2.6,0.0,0.12,-3.45,95.1,0.4905,12.45,22.45,0.203,0.505,11.6,77.3,0.2145,0,0
Jimmy Butler,CHI,SG,2016,0,26.0,3.1,0.312,0.489,0.832,1.9,20.9,0.562,0.198,0.459,7.6,21.4,2.2,1.3,24.4,1.2,4.4,3.9,0.01,-1.5,95.7,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,1,0
Joakim Noah,CHI,C,2016,0,30.0,0.0,0.0,0.386,0.489,2.7,4.3,0.406,0.008,0.338,21.1,24.2,1.4,3.3,14.2,3.1,1.6,0.6,0.01,-1.5,95.7,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,0,0
Jodie Meeks,DET,SG,2016,0,28.0,3.0,0.444,0.273,1.0,0.7,7.3,0.506,0.45,0.2,6.3,11.3,0.0,0.0,23.1,-2.8,-2.9,0.0,-0.18,0.6,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,0,0
Joe Harris,CLE,SG,2016,0,24.0,0.8,0.25,0.0,0.0,0.2,0.6,0.375,1.0,0.0,11.3,18.2,0.0,0.0,15.1,-0.9,-5.9,0.0,-0.55,6.4,93.3,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,0,0
Joe Ingles,UTA,SF,2016,0,28.0,2.6,0.386,0.531,0.722,1.2,4.2,0.572,0.722,0.062,7.1,12.1,2.3,0.3,13.5,1.6,0.2,0.7,0.05,2.0,91.0,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,0,0
Joe Johnson,2TM,SF,2016,0,34.0,3.9,0.383,0.471,0.831,1.8,12.2,0.536,0.2195,0.264,6.1,18.0,1.1,0.1,17.9,-1.3,-1.9,0.1,0.0499999999999999,-3.0,94.4,0.5,13.45,23.950000000000003,0.198,0.5095000000000001,12.6,76.75,0.186,0,0
Joe Young,IND,PG,2016,0,23.0,1.1,0.217,0.423,0.8,0.7,3.8,0.428,0.272,0.148,7.1,26.9,1.9,0.0,24.4,-0.8,-4.7,-0.3,-0.09,1.7,96.6,0.497,13.5,23.4,0.205,0.489,14.3,76.0,0.205,0,0
Joel Anthony,DET,C,2016,0,33.0,0.0,0.0,0.6,0.75,0.8,0.9,0.666,0.0,0.8,11.9,1.4,1.1,9.5,7.0,3.3,0.4,0.1,-0.18,0.6,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,0,0
Joffrey Lauvergne,DEN,C,2016,0,24.0,0.9,0.245,0.557,0.899,1.9,7.9,0.567,0.139,0.182,15.4,9.1,0.6,1.2,19.5,-1.3,-1.6,0.1,0.29,-3.3,95.7,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,0,0
John Henson,MIL,C,2016,0,25.0,0.0,0.0,0.566,0.59,2.3,7.0,0.58,0.003,0.402,13.2,9.0,1.0,9.7,19.1,1.3,0.2,0.5,0.2,-4.4,94.2,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,0,0
John Jenkins,2TM,SG,2016,0,24.0,1.2,0.314,0.505,0.833,0.5,4.1,0.535,0.3205,0.268,6.5,11.7,0.8,0.2,18.1,-1.0,-2.9,-0.1,0.315,-3.55,96.4,0.4945,13.6,23.0,0.2075,0.5135000000000001,13.15,76.65,0.2175,0,0
John Wall,WAS,PG,2016,0,25.0,4.3,0.351,0.448,0.791,2.1,19.9,0.51,0.243,0.255,7.6,46.2,2.5,1.7,28.6,0.4,3.5,3.9,0.0,-0.5,98.5,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,0,0
Johnny O'Bryant,MIL,PF,2016,0,22.0,0.0,1.0,0.409,0.675,1.5,3.0,0.441,0.005,0.191,11.7,5.4,1.1,0.8,13.5,-1.7,-5.9,-0.8,0.2,-4.4,94.2,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,0,0
Jon Leuer,PHO,PF,2016,0,26.0,1.6,0.382,0.511,0.762,1.9,8.5,0.555,0.236,0.217,16.1,9.6,1.5,2.0,19.8,0.0,0.0,0.6,0.34,-6.8,98.5,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,0,0
Jonas Jerebko,BOS,PF,2016,0,28.0,1.4,0.398,0.421,0.782,1.8,4.4,0.531,0.378,0.273,13.0,7.4,0.8,1.6,13.5,0.0,-2.0,0.0,-0.37,3.2,98.5,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,0,0
Jonas Valančiūnas,TOR,C,2016,0,23.0,0.0,0.0,0.565,0.761,2.6,12.8,0.61,0.0,0.397,20.1,4.8,0.8,4.2,20.9,-0.5,1.7,1.4,-0.42,4.8,92.9,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,0,0
Jonathon Simmons,SAS,SG,2016,0,26.0,0.9,0.383,0.533,0.75,1.9,6.0,0.586,0.194,0.38,6.7,10.4,1.5,0.5,18.9,0.4,-2.7,-0.2,-0.36,11.3,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,0,0
Jordan Adams,MEM,SG,2016,0,21.0,0.5,0.0,0.4,0.6,1.0,3.5,0.427,0.167,0.833,7.6,31.9,10.3,0.0,30.5,9.4,6.9,0.0,0.11,-2.4,93.3,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,0,0
Jordan Clarkson,LAL,SG,2016,0,23.0,4.1,0.347,0.468,0.804,2.1,15.5,0.516,0.291,0.186,6.6,13.8,1.7,0.2,22.8,-1.5,-1.6,0.2,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Jordan Farmar,MEM,PG,2016,0,29.0,3.8,0.356,0.473,1.0,1.8,9.2,0.527,0.45,0.1,4.9,20.6,2.7,0.6,18.9,-0.2,-0.7,0.1,0.11,-2.4,93.3,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,0,0
Jordan Hamilton,NOP,SF,2016,0,25.0,4.1,0.289,0.507,0.667,2.2,11.4,0.499,0.388,0.181,11.3,12.9,1.3,0.8,20.7,-1.7,-3.3,-0.1,0.24,-3.9,96.8,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,0,0
Jordan Hill,IND,C,2016,0,28.0,0.0,0.0,0.507,0.712,2.1,8.8,0.534,0.002,0.228,16.3,9.5,1.2,2.0,20.3,0.0,-0.7,0.5,-0.09,1.7,96.6,0.497,13.5,23.4,0.205,0.489,14.3,76.0,0.205,0,0
Jordan McRae,2TM,PG,2016,0,24.0,1.0,0.455,0.429,0.75,0.8,4.5,0.542,0.3269999999999999,0.265,5.7,20.9,0.7,0.4,23.9,-1.9,-1.8,0.0,-0.105,-0.1999999999999997,95.9,0.5055000000000001,13.95,25.25,0.199,0.5095000000000001,13.05,77.8,0.2209999999999999,0,0
Jordan Mickey,BOS,PF,2016,0,21.0,0.0,0.0,0.364,0.5,0.3,1.3,0.398,0.0,0.455,12.1,2.6,0.0,15.1,20.5,1.1,-1.5,0.0,-0.37,3.2,98.5,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,0,0
Jorge Gutiérrez,CHO,PG,2016,0,27.0,0.2,0.0,0.667,0.909,0.3,1.8,0.694,0.182,1.0,6.1,40.3,2.4,0.0,15.6,0.8,0.6,0.0,-0.36,2.9,95.6,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,0,0
Josh Huestis,OKC,PF,2016,0,24.0,1.2,0.667,0.167,0.0,0.6,2.8,0.509,0.5,0.333,9.9,0.0,0.9,2.8,13.0,-0.6,-2.8,0.0,-0.19,7.5,96.7,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,0,0
Josh McRoberts,MIA,PF,2016,0,28.0,1.2,0.245,0.434,0.7,1.6,3.6,0.453,0.331,0.27,10.0,19.4,1.6,0.9,15.0,1.0,-1.6,0.1,-0.14,1.7,93.6,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,0,0
Josh Richardson,MIA,SG,2016,0,22.0,2.2,0.461,0.446,0.667,2.1,6.6,0.569,0.423,0.232,5.5,9.7,1.7,1.7,13.8,0.7,-0.4,0.5,-0.14,1.7,93.6,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,1,0
Josh Smith,2TM,PF,2016,0,30.0,2.6,0.287,0.417,0.552,2.1,6.0,0.5545,0.347,0.3349999999999999,11.9,15.9,1.9,4.3,22.9,0.4,-3.1,-0.2,-0.0049999999999999,2.35,96.7,0.52,13.15,22.9,0.2319999999999999,0.498,14.3,73.3,0.2205,0,0
José Calderón,NYK,PG,2016,0,34.0,2.8,0.414,0.496,0.875,1.9,7.6,0.571,0.446,0.105,6.2,22.3,1.6,0.3,12.6,0.1,-0.6,0.7,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Jrue Holiday,NOP,PG,2016,0,25.0,4.0,0.336,0.478,0.843,2.3,16.8,0.529,0.277,0.231,5.9,37.3,2.4,1.0,28.9,-0.6,2.1,1.9,0.24,-3.9,96.8,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,0,0
Julius Randle,LAL,PF,2016,0,21.0,0.4,0.278,0.436,0.715,3.0,11.3,0.482,0.043,0.323,19.5,11.0,1.2,1.0,21.2,-1.3,-3.2,-0.7,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Justin Anderson,DAL,SF,2016,0,22.0,1.5,0.265,0.533,0.8,0.8,3.8,0.522,0.474,0.314,11.2,6.8,1.5,3.2,15.8,1.4,0.3,0.4,0.29,-0.3,94.3,0.502,12.0,20.6,0.211,0.504,12.8,76.2,0.198,0,0
Justin Harper,DET,PF,2016,0,26.0,1.8,0.444,0.0,0.5,0.6,2.6,0.597,0.9,0.2,1.6,0.0,1.4,0.0,16.0,-1.9,-4.2,0.0,-0.18,0.6,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,0,0
Justin Holiday,2TM,SG,2016,0,26.0,2.0,0.343,0.423,0.73,1.2,4.5,0.539,0.29,0.2385,6.2,10.7,2.1,1.8,16.2,0.1,-3.1,-0.2,-0.055,1.1,96.4,0.5015000000000001,13.2,21.8,0.187,0.4825,12.55,74.75,0.188,0,0
Justise Winslow,MIA,SF,2016,5,19.0,1.5,0.276,0.471,0.684,2.4,6.4,0.489,0.251,0.253,10.2,7.4,1.6,0.9,12.5,0.7,-2.6,-0.3,-0.14,1.7,93.6,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,0,0
Jusuf Nurkić,DEN,C,2016,0,21.0,0.1,0.0,0.423,0.616,2.8,8.2,0.46,0.012,0.409,17.7,12.3,2.2,6.5,27.2,0.7,-2.9,-0.1,0.29,-3.3,95.7,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,0,0
K.J. McDaniels,HOU,SF,2016,0,22.0,0.7,0.28,0.468,0.8,0.8,2.4,0.522,0.347,0.417,9.9,6.5,1.5,2.1,18.7,-1.1,-3.9,-0.1,0.14,0.2,97.6,0.516,14.2,25.7,0.244,0.516,14.8,72.8,0.219,0,0
Karl-Anthony Towns,MIN,C,2016,4,20.0,1.1,0.341,0.559,0.811,3.0,18.3,0.59,0.076,0.239,19.0,11.3,1.1,4.3,24.9,-0.4,2.2,2.7,0.15,-3.6,95.2,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,1,0
Kawhi Leonard,SAS,SF,2016,1,24.0,4.0,0.443,0.528,0.874,1.8,21.2,0.616,0.267,0.306,11.8,13.0,2.8,2.3,25.8,3.0,9.1,6.7,-0.36,11.3,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,1,0
Keith Appling,ORL,PG,2016,0,23.0,0.6,0.0,0.4,1.0,1.0,1.2,0.338,0.375,0.25,2.1,5.0,1.9,0.0,19.5,-2.0,-15.1,-0.1,-0.06,-1.7,96.0,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,0,0
Kelly Olynyk,BOS,C,2016,0,24.0,3.0,0.405,0.486,0.75,2.4,10.0,0.561,0.378,0.23,10.7,11.9,1.8,1.8,20.9,0.8,1.9,1.4,-0.37,3.2,98.5,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,0,0
Kelly Oubre Jr.,WAS,SF,2016,0,20.0,1.3,0.316,0.492,0.633,1.6,3.7,0.507,0.374,0.232,11.1,2.8,1.6,0.8,17.4,-0.5,-5.1,-0.5,0.0,-0.5,98.5,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,0,0
Kemba Walker,CHO,PG,2016,0,25.0,6.0,0.371,0.459,0.847,1.4,20.9,0.554,0.368,0.329,6.8,25.7,2.2,1.1,26.5,0.5,4.0,4.3,-0.36,2.9,95.6,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,0,0
Kendall Marshall,PHI,PG,2016,0,24.0,1.6,0.327,0.391,0.692,1.0,3.7,0.449,0.415,0.11,3.8,28.4,2.0,0.4,18.3,-2.6,-7.3,-0.5,0.31,-10.4,97.9,0.487,14.8,20.6,0.186,0.51,13.5,74.0,0.24,0,0
Kendrick Perkins,NOP,C,2016,0,31.0,0.0,0.0,0.533,0.44,1.7,2.5,0.529,0.0,0.333,13.1,7.9,1.0,1.7,10.4,0.2,-5.0,-0.4,0.24,-3.9,96.8,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,0,0
Kenneth Faried,DEN,PF,2016,0,26.0,0.0,0.5,0.558,0.613,2.5,12.5,0.577,0.003,0.355,19.0,8.1,0.9,2.9,21.0,-1.4,0.3,1.0,0.29,-3.3,95.7,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,0,0
Kent Bazemore,ATL,SF,2016,0,26.0,4.1,0.357,0.502,0.815,2.3,11.6,0.551,0.421,0.208,9.9,12.7,2.3,1.4,20.0,1.5,0.3,1.2,-0.12,3.7,97.1,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,0,0
Kentavious Caldwell-Pope,DET,SG,2016,0,22.0,4.9,0.309,0.489,0.811,2.2,14.5,0.521,0.384,0.238,5.5,7.8,2.0,0.5,18.2,0.8,-0.3,1.2,-0.18,0.6,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,0,0
Kevin Durant,OKC,SF,2016,2,27.0,6.7,0.387,0.569,0.898,1.9,28.2,0.634,0.348,0.361,12.4,24.2,1.3,2.5,30.6,1.6,9.9,7.8,-0.19,7.5,96.7,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,0,0
Kevin Garnett,MIN,PF,2016,0,39.0,0.0,0.0,0.474,0.667,1.8,3.2,0.491,0.009,0.183,15.7,16.4,2.5,1.5,11.3,3.1,1.5,0.5,0.15,-3.6,95.2,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,0,0
Kevin Love,CLE,PF,2016,0,27.0,5.7,0.36,0.467,0.822,2.1,16.0,0.553,0.449,0.321,17.8,12.2,1.2,1.4,23.4,0.3,3.3,3.3,-0.55,6.4,93.3,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,0,0
Kevin Martin,2TM,SG,2016,0,32.0,2.5,0.36,0.378,0.89,1.5,9.3,0.5565,0.2125,0.289,5.8,8.2,1.2,0.2,22.6,-1.6,-3.2,-0.4,-0.105,3.850000000000001,94.5,0.512,13.15,23.65,0.23,0.5005,13.85,76.9,0.191,0,0
Kevin Séraphin,NYK,C,2016,0,26.0,0.0,0.0,0.414,0.826,1.4,3.9,0.435,0.01,0.112,13.1,14.8,0.8,5.2,22.2,0.6,-3.8,-0.2,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Kevon Looney,GSW,PF,2016,0,19.0,0.4,0.5,0.6,0.0,0.4,1.8,0.643,0.286,0.0,25.6,0.0,0.0,0.0,16.5,-4.1,-2.5,0.0,-0.38,10.7,99.3,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,0,0
Khris Middleton,MIL,SG,2016,0,24.0,4.6,0.396,0.466,0.888,2.6,18.2,0.56,0.316,0.273,6.0,18.9,2.3,0.6,23.0,-0.5,0.6,1.9,0.2,-4.4,94.2,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,0,0
Kirk Hinrich,2TM,PG,2016,0,35.0,1.3,0.387,0.373,0.938,1.4,3.0,0.539,0.29,0.2385,5.9,16.0,1.2,0.2,11.6,0.5,-3.5,-0.2,-0.055,1.1,96.4,0.5015000000000001,13.2,21.8,0.187,0.4825,12.55,74.75,0.188,0,0
Klay Thompson,GSW,SG,2016,3,25.0,8.1,0.425,0.51,0.873,1.9,22.1,0.597,0.469,0.159,6.2,9.8,1.1,1.4,26.3,-1.6,1.8,2.5,-0.38,10.7,99.3,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,0,0
Kobe Bryant,LAL,SF,2016,0,37.0,7.1,0.285,0.41,0.826,1.7,17.6,0.469,0.42,0.252,7.1,19.1,1.7,0.5,32.2,-2.4,-1.6,0.2,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Kosta Koufos,SAC,C,2016,0,26.0,0.0,0.0,0.532,0.548,2.4,6.8,0.54,0.0,0.234,15.4,3.3,1.3,3.8,15.4,-0.6,-2.0,0.0,0.16,-2.4,100.0,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.202,0,0
Kostas Papanikolaou,DEN,SF,2016,0,25.0,1.2,0.313,0.412,0.643,0.9,2.6,0.464,0.485,0.212,7.5,7.8,2.2,1.4,13.9,0.2,-4.5,-0.2,0.29,-3.3,95.7,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,0,0
Kris Humphries,3TM,PF,2016,0,30.0,2.0,0.315,0.465,0.798,1.8,6.5,0.5406666666666667,0.3066666666666666,0.257,14.4,6.6,0.9,2.2,19.5,-0.4,-2.0,0.0,0.0733333333333333,-1.2,98.03333333333336,0.5046666666666667,14.033333333333331,21.7,0.1936666666666666,0.506,14.166666666666666,76.46666666666667,0.2163333333333333,0,0
Kristaps Porziņģis,NYK,PF,2016,4,20.0,3.4,0.333,0.454,0.838,2.8,14.3,0.518,0.274,0.271,14.0,7.9,1.3,5.0,24.6,0.3,0.9,1.5,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,1,0
Kyle Anderson,SAS,SF,2016,0,22.0,0.5,0.324,0.488,0.747,1.2,4.5,0.528,0.125,0.281,11.2,13.7,2.5,1.8,14.4,3.1,1.4,1.1,-0.36,11.3,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,0,0
Kyle Korver,ATL,SG,2016,0,34.0,5.0,0.398,0.502,0.833,2.0,9.2,0.578,0.644,0.088,5.9,9.9,1.2,1.1,13.7,0.6,-1.0,0.6,-0.12,3.7,97.1,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,0,0
Kyle Lowry,TOR,PG,2016,3,29.0,7.1,0.388,0.461,0.811,2.7,21.2,0.578,0.457,0.41,7.3,29.9,2.9,1.0,26.1,1.1,5.8,5.7,-0.42,4.8,92.9,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,1,0
Kyle O'Quinn,NYK,PF,2016,0,25.0,0.3,0.227,0.498,0.767,1.6,4.8,0.52,0.081,0.221,17.9,15.9,1.3,4.9,21.2,1.4,0.4,0.5,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Kyle Singler,OKC,SF,2016,0,27.0,1.4,0.309,0.452,0.659,1.8,3.4,0.481,0.439,0.199,7.9,3.2,1.5,0.7,11.9,-0.1,-3.2,-0.3,-0.19,7.5,96.7,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,0,0
Kyrie Irving,CLE,PG,2016,0,23.0,4.9,0.321,0.502,0.885,2.0,19.6,0.54,0.298,0.217,5.3,26.6,1.7,0.9,29.5,-0.8,2.3,1.8,-0.55,6.4,93.3,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,0,0
LaMarcus Aldridge,SAS,PF,2016,3,30.0,0.2,0.0,0.521,0.858,2.0,18.0,0.565,0.015,0.289,15.9,8.1,0.9,2.8,25.9,0.3,2.3,2.5,-0.36,11.3,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,0,0
Lamar Patterson,ATL,SG,2016,0,24.0,1.4,0.245,0.516,0.727,1.3,2.4,0.468,0.613,0.275,6.9,13.6,1.1,0.4,12.8,0.3,-5.1,-0.3,-0.12,3.7,97.1,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,0,0
Lance Stephenson,2TM,SF,2016,0,25.0,1.1,0.385,0.5,0.784,2.0,8.3,0.54,0.273,0.3065,9.1,16.2,1.6,0.6,20.2,-0.3,-1.2,0.3,-0.0199999999999999,1.05,94.55,0.5005,12.2,22.700000000000003,0.2255,0.499,14.5,74.44999999999999,0.2365,0,0
Lance Thomas,NYK,PF,2016,0,27.0,1.8,0.404,0.458,0.857,1.8,8.2,0.557,0.285,0.312,5.4,6.4,0.9,0.4,16.9,-1.5,-3.2,-0.4,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Langston Galloway,NYK,PG,2016,0,24.0,2.7,0.344,0.423,0.754,2.2,7.6,0.49,0.381,0.194,7.7,15.7,1.9,0.8,15.6,0.7,-1.0,0.5,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Larry Nance Jr.,LAL,PF,2016,0,23.0,0.2,0.1,0.541,0.681,2.0,5.5,0.544,0.033,0.157,13.3,5.7,2.1,1.4,12.6,0.2,-1.5,0.2,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Lavoy Allen,IND,PF,2016,0,26.0,0.0,0.0,0.516,0.63,1.9,5.4,0.532,0.0,0.197,14.5,7.1,0.8,2.1,13.0,0.1,-1.6,0.2,-0.09,1.7,96.6,0.497,13.5,23.4,0.205,0.489,14.3,76.0,0.205,0,0
LeBron James,CLE,SF,2016,1,31.0,3.7,0.309,0.573,0.731,1.9,25.3,0.588,0.199,0.347,11.8,36.0,2.0,1.5,31.4,2.0,9.0,7.5,-0.55,6.4,93.3,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,0,0
Leandro Barbosa,GSW,SG,2016,0,33.0,1.6,0.355,0.508,0.839,1.6,6.4,0.545,0.297,0.168,5.8,10.6,2.0,0.7,18.1,-0.1,-2.0,0.0,-0.38,10.7,99.3,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,0,0
Lorenzo Brown,PHO,PG,2016,0,25.0,1.0,0.125,0.412,0.75,0.5,2.5,0.374,0.32,0.16,6.2,28.0,2.4,1.3,24.9,-1.9,-8.4,-0.1,0.34,-6.8,98.5,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,0,0
Lou Amundson,NYK,PF,2016,0,33.0,0.0,0.0,0.358,0.519,1.5,1.8,0.401,0.0,0.509,13.1,8.8,1.5,2.6,17.7,-0.2,-6.9,-0.3,0.0,-3.0,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,0,0
Lou Williams,LAL,SG,2016,0,29.0,4.8,0.344,0.464,0.83,1.6,15.3,0.584,0.462,0.612,4.8,15.1,1.6,0.8,22.8,-1.1,1.3,1.6,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Luc Mbah a Moute,LAC,PF,2016,0,29.0,0.5,0.325,0.485,0.526,1.3,3.1,0.498,0.193,0.275,7.3,3.3,1.7,1.2,9.4,0.6,-2.6,-0.2,-0.15,4.5,95.8,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,0,0
Lucas Nogueira,TOR,C,2016,0,23.0,0.1,0.333,0.659,0.533,1.0,2.2,0.642,0.068,0.341,11.7,4.9,2.8,4.4,12.4,1.7,0.0,0.1,-0.42,4.8,92.9,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,0,0
Luis Montero,POR,SG,2016,0,22.0,0.8,0.111,0.4,0.75,0.1,1.2,0.337,0.474,0.211,5.2,3.5,0.0,0.0,25.7,-5.6,-15.5,-0.1,0.15,0.8,96.0,0.511,13.2,25.9,0.202,0.503,12.1,76.2,0.225,0,0
Luis Scola,TOR,PF,2016,0,35.0,2.1,0.404,0.467,0.726,2.3,8.7,0.523,0.269,0.14,12.6,6.8,1.5,1.4,19.5,-0.3,-1.1,0.4,-0.42,4.8,92.9,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,0,0
Luke Babbitt,NOP,SF,2016,0,26.0,2.3,0.404,0.433,0.78,1.9,7.0,0.526,0.377,0.173,9.7,9.6,0.6,0.7,17.5,-1.5,-2.5,-0.1,0.24,-3.9,96.8,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,0,0
Luol Deng,MIA,PF,2016,0,30.0,3.5,0.344,0.513,0.755,1.6,12.3,0.549,0.344,0.258,10.5,9.0,1.6,0.9,17.4,0.2,0.8,1.7,-0.14,1.7,93.6,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,0,0
Manu Ginóbili,SAS,SG,2016,0,38.0,3.1,0.391,0.496,0.813,1.7,9.6,0.573,0.411,0.257,7.3,23.6,3.0,0.8,23.6,2.2,3.6,1.6,-0.36,11.3,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,0,0
Marc Gasol,MEM,C,2016,0,31.0,0.1,0.667,0.463,0.829,2.7,16.6,0.528,0.004,0.347,11.5,18.9,1.4,3.6,23.4,0.9,1.7,1.7,0.11,-2.4,93.3,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,0,0
Marcelo Huertas,LAL,PG,2016,0,32.0,1.2,0.262,0.479,0.931,1.4,4.5,0.488,0.265,0.126,5.6,33.9,1.5,0.6,16.3,-2.2,-5.0,-0.7,0.64,-10.0,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,0,0
Marcin Gortat,WAS,C,2016,0,31.0,0.0,0.0,0.567,0.705,2.6,13.5,0.592,0.001,0.271,18.4,7.5,1.0,3.4,18.9,0.1,0.6,1.5,0.0,-0.5,98.5,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,0,0
Marco Belinelli,SAC,SG,2016,0,29.0,4.4,0.306,0.456,0.833,1.3,10.2,0.5,0.468,0.217,3.8,11.1,1.1,0.1,19.7,-1.7,-3.8,-0.8,0.16,-2.4,100.0,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.202,0,0
Marcus Morris,DET,SF,2016,0,26.0,3.7,0.362,0.467,0.749,2.1,14.1,0.531,0.315,0.287,7.7,11.0,1.2,0.6,18.4,0.1,-0.2,1.3,-0.18,0.6,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,0,0
Marcus Smart,BOS,PG,2016,0,21.0,4.0,0.253,0.427,0.777,3.0,9.1,0.463,0.456,0.314,8.1,15.8,2.7,0.8,17.4,1.2,-1.0,0.4,-0.37,3.2,98.5,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,0,0
